,basic_date,stockname,close_value,volume_value,diff_value,diff_value_rate,ma3_value,ma3_rate,cv3d_diff_rate,vv_diff_value,vv_ma3_value,vv_ma3_rate,ud_3d
45,20170323,에듀파트너,506,1,66.0,15.0,487.3333333333333,-12.117346938775507,-16.27906976744186,-1.0,4.333333333333333,-99.7387669801463,0
46,20170324,에듀파트너,432,2,-74.0,-14.6245,459.3333333333333,-2.5815217391304386,12.727272727272727,1.0,1.6666666666666667,15253.333333333334,0
47,20170327,에듀파트너,496,2300,64.0,14.8148,478.0,2.462380300957592,12.648221343873518,2298.0,767.6666666666666,17615.384615384617,0
48,20170328,에듀파트너,570,1,74.0,14.9194,499.3333333333333,18.722786647314962,31.944444444444443,-2299.0,767.6666666666666,45940.0,0
49,20170329,에듀파트너,570,1,0.0,0.0,545.3333333333334,19.246861924686193,14.919354838709678,0.0,767.3333333333334,-99.8697351280938,0
50,20170330,에듀파트너,570,1,0.0,0.0,570.0,19.826435246996006,14.912280701754385,0.0,1.0,-99.8697351280938,0
51,20170331,에듀파트너,655,1,85.0,14.9123,598.3333333333334,14.914425427872846,14.912280701754385,0.0,1.0,-99.86967854039965,0
52,20170403,에듀파트너,655,1,0.0,0.0,626.6666666666666,20.643274853801163,32.10526315789474,0.0,1.0,33.33333333333333,0
53,20170404,에듀파트너,753,2,98.0,14.9618,687.6666666666666,24.456824512534805,26.106870229007633,1.0,1.3333333333333333,33.33333333333333,0
54,20170405,에듀파트너,826,1,73.0,9.6946,744.6666666666666,27.925531914893618,26.106870229007633,-1.0,1.3333333333333333,33.33333333333333,0
55,20170406,에듀파트너,826,1,0.0,0.0,801.6666666666666,25.496849248666997,24.43559096945551,0.0,1.3333333333333333,0.0,0
56,20170407,에듀파트너,937,2,111.0,13.4383,863.0,22.023276633840645,16.585956416464892,1.0,1.3333333333333333,27475.000000000007,0
57,20170410,에듀파트너,963,1100,26.0,2.7748,908.6666666666666,13.056133056133065,-0.847457627118644,1098.0,367.6666666666667,27475.000000000007,0
58,20170411,에듀파트너,819,1,-144.0,-14.9533,906.3333333333334,-4.2487446890691345,-25.613660618996796,-1099.0,367.6666666666667,27450.0,0
59,20170412,에듀파트너,697,1,-122.0,-14.8962,826.3333333333334,-18.818782098312546,-27.62201453790239,0.0,367.3333333333333,-99.72801450589301,0
60,20170413,에듀파트너,697,1,0.0,0.0,737.6666666666666,-20.96358955498345,-7.814407814407814,0.0,1.0,-99.72801450589301,0
61,20170414,에듀파트너,755,1,58.0,8.3214,716.3333333333334,-6.4542154094392945,24.390243902439025,0.0,1.0,-99.54627949183302,0
62,20170417,에듀파트너,867,3,112.0,14.8344,773.0,18.255761409850894,42.75466284074606,2.0,1.6666666666666667,100.0,1
63,20170418,에듀파트너,995,2,128.0,14.7636,872.3333333333334,33.038622615169835,32.05298013245033,-1.0,2.0,21500.0,1
64,20170419,에듀파트너,997,643,2.0,0.201,953.0,30.099180681328153,18.223760092272205,641.0,216.0,37060.0,1
65,20170420,에듀파트너,1025,1213,28.0,2.8084,1005.6666666666666,16.622086358425676,3.5175879396984926,570.0,619.3333333333334,32366.666666666668,1
66,20170421,에듀파트너,1030,92,5.0,0.4878,1017.3333333333334,7.0304302203567675,0.802407221664995,-1121.0,649.3333333333334,287.037037037037,0
67,20170424,에듀파트너,1005,1203,-25.0,-2.4272,1020.0,1.5909844216108717,0.4878048780487805,1111.0,836.0,77.44886975242194,0
68,20170425,에듀파트너,1030,2002,25.0,2.4876,1021.6666666666666,0.5897771952817824,0.48543689320388345,799.0,1099.0,65.19507186858317,0
69,20170426,에듀파트너,1035,13,5.0,0.4854,1023.3333333333334,2.287581699346398,5.970149253731343,-1989.0,1072.6666666666667,-19.57735247208931,1
70,20170427,에듀파트너,1065,2,30.0,2.8986,1043.3333333333333,1.6313213703099474,-1.4563106796116505,-11.0,672.3333333333334,-68.69881710646042,0
71,20170428,에듀파트너,1015,1017,-50.0,-4.6948,1038.3333333333333,1.6286644951140028,0.4830917874396135,1015.0,344.0,-37.25916718458671,0
72,20170502,에듀파트너,1040,1000,25.0,2.4631,1040.0,-1.277955271565488,-2.8169014084507045,-17.0,673.0,98.66137828458106,0
73,20170504,에듀파트너,1035,1990,-5.0,-0.4808,1030.0,-1.123595505617963,-0.9852216748768473,990.0,1335.6666666666667,286.7248062015504,0
74,20170508,에듀파트너,1005,1001,-30.0,-2.8986,1026.6666666666667,-1.6025641025640989,-0.9615384615384616,-989.0,1330.3333333333333,97.67211490837046,0
75,20170510,에듀파트너,1030,1000,25.0,2.4876,1023.3333333333334,-1.1326860841423911,-1.4492753623188406,-1.0,1330.3333333333333,-0.1497379585724981,0
76,20170511,에듀파트너,1020,2000,-10.0,-0.9709,1018.3333333333334,-1.2662337662337773,-1.3930348258706469,1000.0,1333.6666666666667,0.25056376847908934,0
77,20170512,에듀파트너,991,1001,-29.0,-2.8431,1013.6666666666666,-3.1270358306188926,-6.5048543689320395,-999.0,1333.6666666666667,0.2756201453269914,-1
78,20170515,에듀파트너,963,1001,-28.0,-2.8254,991.3333333333334,0.13093289689033624,8.333333333333332,0.0,1334.0,-49.96250937265684,0
79,20170516,에듀파트너,1105,0,142.0,14.7456,1019.6666666666666,9.766524169681038,28.15338042381433,-1001.0,667.3333333333334,-73.8815296175956,0
80,20170517,에듀파트너,1270,44,165.0,14.9321,1112.6666666666667,23.57094821788836,34.994807892004154,44.0,348.3333333333333,-78.91054472763619,1
81,20170518,에듀파트너,1300,800,30.0,2.3622,1225.0,25.36776724419745,14.479638009049776,756.0,281.3333333333333,-22.377622377622384,0
82,20170519,에듀파트너,1265,710,-35.0,-2.6923,1278.3333333333333,20.28160575194726,14.173228346456693,-90.0,518.0,53.11004784688998,0
83,20170522,에듀파트너,1450,90,185.0,14.6245,1338.3333333333333,18.911564625850346,27.307692307692307,-620.0,533.3333333333334,-5.2132701421800824,0
84,20170523,에듀파트너,1655,0,205.0,14.1379,1456.6666666666667,28.943937418513695,45.45454545454545,-90.0,266.6666666666667,-88.35263835263835,1
85,20170524,에듀파트너,1840,91,185.0,11.1782,1648.3333333333333,39.72602739726028,45.86206896551724,91.0,60.333333333333336,-56.750000000000014,1
86,20170525,에듀파트너,2115,601,275.0,14.9457,1870.0,38.787185354691076,27.492447129909365,510.0,230.66666666666666,49.249999999999986,0
87,20170526,에듀파트너,2110,502,-5.0,-0.2364,2021.6666666666667,26.79474216380183,11.141304347826086,-99.0,398.0,785.6353591160222,0
88,20170529,에듀파트너,2045,500,-65.0,-3.0806,2090.0,11.497326203208557,-0.7092198581560284,-2.0,534.3333333333334,132.3699421965318,0
89,20170530,에듀파트너,2100,606,55.0,2.6895,2085.0,1.9785655399835005,-3.3175355450236967,106.0,536.0,34.50586264656617,0
90,20170531,에듀파트너,2040,500,-60.0,-2.8571,2061.6666666666665,-0.4784688995215311,2.689486552567237,-106.0,535.3333333333334,6.487835308796,0
91,20170601,에듀파트너,2100,601,60.0,2.9412,2080.0,-1.1990407673860912,-2.857142857142857,101.0,569.0,-0.4353233830845842,0
92,20170602,에듀파트너,2040,500,-60.0,-2.8571,2060.0,0.8892481810832733,2.941176470588235,-101.0,533.6666666666666,5.9775840597758405,0
93,20170605,에듀파트너,2100,601,60.0,2.9412,2080.0,0.9615384615384616,2.857142857142857,101.0,567.3333333333334,81.72231985940246,0
94,20170607,에듀파트너,2160,2001,60.0,2.8571,2100.0,4.773462783171528,8.57843137254902,1400.0,1034.0,93.8163647720175,1
95,20170608,에듀파트너,2215,501,55.0,2.5463,2158.3333333333335,6.410256410256418,7.857142857142857,-1500.0,1034.3333333333333,76.43948296122208,1
96,20170609,에듀파트너,2265,501,50.0,2.2573,2213.3333333333335,6.984126984126977,4.62962962962963,0.0,1001.0,-51.54738878143134,0
97,20170612,에듀파트너,2260,501,-5.0,-0.2208,2246.6666666666665,5.637065637065629,4.514672686230249,0.0,501.0,-51.56300354495649,0
98,20170613,에듀파트너,2315,501,55.0,2.4336,2280.0,8.885542168674691,17.218543046357617,0.0,501.0,-61.038961038961034,0
99,20170614,에듀파트너,2655,168,340.0,14.6868,2410.0,7.270029673590511,0.0,-333.0,390.0,-28.875582168995344,0
100,20170615,에듀파트너,2260,400,-395.0,-14.8776,2410.0,4.678362573099409,-3.023758099352052,232.0,356.3333333333333,-28.875582168995344,0
101,20170616,에듀파트너,2245,501,-15.0,-0.6637,2386.6666666666665,-2.0746887966804977,-3.0131826741996233,101.0,356.3333333333333,-22.905982905982903,0
102,20170619,에듀파트너,2575,1,330.0,14.6993,2360.0,7.538035961272469,30.752212389380528,-500.0,300.6666666666667,-52.9466791393826,0
103,20170620,에듀파트너,2955,1,380.0,14.7573,2591.6666666666665,24.58100558659219,51.00222717149221,0.0,167.66666666666666,-97.28718428437791,1
104,20170621,에듀파트너,3390,27,435.0,14.7208,2973.3333333333335,36.15819209039549,27.96116504854369,26.0,9.666666666666666,-52.54988913525499,0
105,20170622,에듀파트너,3295,400,-95.0,-2.8024,3213.3333333333335,27.138263665594863,8.29103214890017,373.0,142.66666666666666,64.41351888667994,0
106,20170623,에듀파트너,3200,400,-95.0,-2.8832,3295.0,9.697309417040348,-2.949852507374631,0.0,275.6666666666667,4041.379310344828,0
107,20170626,에듀파트너,3290,401,90.0,2.8125,3261.6666666666665,1.3485477178423142,-0.4552352048558422,1.0,400.3333333333333,180.84112149532712,0
108,20170627,에듀파트너,3280,401,-10.0,-0.304,3256.6666666666665,-1.3151239251391043,-0.46875,0.0,400.6666666666667,45.34461910519951,0
109,20170628,에듀파트너,3185,400,-95.0,-2.8963,3251.6666666666665,3.372508942258559,10.94224924012158,-1.0,400.6666666666667,-30.39134054954204,0
110,20170629,에듀파트너,3650,35,465.0,14.5997,3371.6666666666665,6.243602865916074,8.079268292682928,-365.0,278.6666666666667,-38.851913477537444,0
111,20170630,에듀파트너,3545,300,-105.0,-2.8767,3460.0,13.223987698616094,20.87912087912088,265.0,245.0,-71.96339434276207,0
112,20170703,에듀파트너,3850,2,305.0,8.6037,3681.6666666666665,7.26643598615917,-5.342465753424658,-298.0,112.33333333333333,-63.8755980861244,0
113,20170704,에듀파트너,3455,0,-395.0,-10.2597,3616.6666666666665,4.576107899807326,0.14104372355430184,-2.0,100.66666666666667,-58.77551020408164,0
114,20170705,에듀파트너,3550,301,95.0,2.7496,3618.3333333333335,-5.341783612494337,-10.38961038961039,301.0,101.0,78.33827893175076,0
115,20170706,에듀파트너,3450,300,-100.0,-2.8169,3485.0,-3.6866359447004524,-0.1447178002894356,-1.0,200.33333333333334,99.00662251655629,0
116,20170707,에듀파트너,3450,0,0.0,0.0,3483.3333333333335,-4.698295716259788,-2.9577464788732395,-300.0,200.33333333333334,-0.9900990099009901,0
117,20170710,에듀파트너,3445,0,-5.0,-0.1449,3448.3333333333335,-1.33907221425155,-0.8695652173913043,0.0,100.0,-49.91680532445924,0
118,20170711,에듀파트너,3420,301,-25.0,-0.7257,3438.3333333333335,-1.7703349282296739,-1.4492753623188406,301.0,100.33333333333333,0.1663893510815213,-1
119,20170712,에듀파트너,3400,301,-20.0,-0.5848,3421.6666666666665,-1.5949734171097147,-2.467343976777939,0.0,200.66666666666666,234.33333333333331,-1
120,20170713,에듀파트너,3360,401,-40.0,-1.1765,3393.3333333333335,-6.737760542898699,-16.374269005847953,100.0,334.3333333333333,266.11295681063126,-1
121,20170714,에듀파트너,2860,400,-500.0,-14.881,3206.6666666666665,-11.690209449585973,-16.323529411764707,-1.0,367.3333333333333,99.66777408637876,-1
122,20170717,에듀파트너,2845,401,-15.0,-0.5245,3021.6666666666665,-16.797642436149314,-17.708333333333336,1.0,400.6666666666667,19.740777666999005,-1
123,20170718,에듀파트너,2765,400,-80.0,-2.812,2823.3333333333335,-13.77338877338877,-6.118881118881119,-1.0,400.3333333333333,8.983666061705991,-1
124,20170719,에듀파트너,2685,400,-80.0,-2.8933,2765.0,-6.894649751792599,5.0966608084358525,0.0,400.3333333333333,-33.36106489184692,0
125,20170720,에듀파트너,2990,1,305.0,11.3594,2813.3333333333335,7.43801652892562,23.869801084990957,-399.0,267.0,-66.52789342214821,0
126,20170721,에듀파트너,3425,1,435.0,14.5485,3033.3333333333335,24.713682941531047,46.36871508379888,0.0,134.0,-99.75020815986679,1
127,20170724,에듀파트너,3930,1,505.0,14.7445,3448.3333333333335,33.64928909952606,31.270903010033447,0.0,1.0,-62.172284644194754,0
128,20170725,에듀파트너,3925,301,-5.0,-0.1272,3760.0,23.02197802197801,-2.4817518248175183,300.0,101.0,49.75124378109452,0
129,20170726,에듀파트너,3340,300,-585.0,-14.9045,3731.6666666666665,5.944900918318028,-5.979643765903308,-1.0,200.66666666666666,19966.666666666664,0
130,20170727,에듀파트너,3695,1,355.0,10.6287,3653.3333333333335,-0.04432624113474774,8.025477707006369,-299.0,200.66666666666666,-0.33003300330032537,0
131,20170728,에듀파트너,4240,1,545.0,14.7497,3758.3333333333335,14.381420276909331,45.808383233532936,0.0,100.66666666666667,-99.5016611295681,1
132,20170731,에듀파트너,4870,1,630.0,14.8585,4268.333333333333,20.89416058394161,12.043301759133964,0.0,1.0,-49.833887043189364,0
133,20170801,에듀파트너,4140,300,-730.0,-14.9897,4416.666666666667,22.084257206208413,12.14622641509434,299.0,100.66666666666667,0.0,0
134,20170802,에듀파트너,4755,1,615.0,14.8551,4588.333333333333,1.0542756735650136,-16.940451745379878,-299.0,100.66666666666667,19933.333333333336,0
135,20170803,에듀파트너,4045,300,-710.0,-14.9317,4313.333333333333,-6.452830188679245,-13.16425120772947,299.0,200.33333333333334,0.3311258278145648,0
136,20170804,에듀파트너,3595,2,-450.0,-11.1248,4131.666666666667,-22.266618234653105,-35.646687697160885,-298.0,101.0,99.33774834437085,-1
137,20170807,에듀파트너,3060,300,-535.0,-14.8818,3566.6666666666665,-28.438948995363212,-35.59950556242274,298.0,200.66666666666666,16.8053244592346,-1
138,20170808,에듀파트너,2605,400,-455.0,-14.8693,3086.6666666666665,-36.425978217023,-38.38664812239222,100.0,234.0,263.036303630363,-1
139,20170809,에듀파트너,2215,400,-390.0,-14.9712,2626.6666666666665,-37.336448598130836,-38.39869281045752,0.0,366.6666666666667,115.9468438538206,-1
140,20170810,에듀파트너,1885,500,-330.0,-14.8984,2235.0,-38.33693304535637,-38.1957773512476,100.0,433.3333333333333,113.8176638176638,-1
141,20170811,에듀파트너,1610,601,-275.0,-14.5889,1903.3333333333333,-37.88071065989847,-36.794582392776526,101.0,500.3333333333333,63.8181818181818,-1
142,20170814,에듀파트너,1400,701,-210.0,-13.0435,1631.6666666666667,-34.82475764354959,-27.851458885941643,100.0,600.6666666666666,54.07692307692308,-1
143,20170816,에듀파트너,1360,701,-40.0,-2.8571,1456.6666666666667,-28.45884413309982,-17.70186335403727,0.0,667.6666666666666,46.768820786142584,-1
144,20170817,에듀파트너,1325,801,-35.0,-2.5735,1361.6666666666667,-22.06332992849847,-19.28571428571429,100.0,734.3333333333334,-16.59267480577136,-1
145,20170818,에듀파트너,1130,1,-195.0,-14.717,1271.6666666666667,-17.276887871853553,-14.705882352941178,-800.0,501.0,-15.027458811782315,0
146,20170821,에듀파트너,1160,900,30.0,2.6549,1205.0,-14.810281517747862,-10.18867924528302,899.0,567.3333333333334,-18.247843849296412,0
147,20170822,에듀파트너,1190,900,30.0,2.5862,1160.0,-6.422018348623859,7.964601769911504,0.0,600.3333333333334,79.64071856287424,1
148,20170823,에듀파트너,1220,900,30.0,2.521,1190.0,0.5532503457814724,5.603448275862069,0.0,900.0,52.82021151586368,1
149,20170824,에듀파트너,1225,801,5.0,0.4098,1211.6666666666667,4.741379310344827,0.8403361344537815,-99.0,867.0,38.92282065519155,0
150,20170825,에듀파트너,1200,801,-25.0,-2.0408,1215.0,1.820728291316533,-0.819672131147541,0.0,834.0,69.74074074074075,0
151,20170828,에듀파트너,1210,2981,10.0,0.8333,1211.6666666666667,0.41265474552957354,1.2244897959183674,2180.0,1527.6666666666667,80.0076893502499,0
152,20170829,에듀파트너,1240,900,30.0,2.4793,1216.6666666666667,2.05761316872428,5.833333333333333,-2081.0,1560.6666666666667,87.09032773780974,1
153,20170830,에듀파트너,1270,800,30.0,2.4194,1240.0,9.215955983493798,20.66115702479339,-100.0,1560.3333333333333,-45.45057822387083,1
154,20170831,에듀파트너,1460,800,190.0,14.9606,1323.3333333333333,16.027397260273972,21.370967741935484,0.0,833.3333333333334,-50.83297736010252,1
155,20170901,에듀파트너,1505,702,45.0,3.0822,1411.6666666666667,18.951612903225808,14.960629921259844,-98.0,767.3333333333334,-67.84875026703695,0
156,20170904,에듀파트너,1460,3,-45.0,-2.99,1475.0,10.57934508816121,-2.3972602739726026,-699.0,501.6666666666667,-43.76,0
157,20170905,에듀파트너,1425,701,-35.0,-2.3973,1463.3333333333333,-3.0696576151121713,-18.93687707641196,698.0,468.6666666666667,-8.557775847089497,-1
158,20170906,에듀파트너,1220,1401,-205.0,-14.386,1368.3333333333333,-8.587570621468931,-4.10958904109589,700.0,701.6666666666666,92.82392026578073,0
159,20170907,에듀파트너,1400,800,180.0,14.7541,1348.3333333333333,-9.453302961275622,-4.912280701754386,-601.0,967.3333333333334,127.73826458036982,0
160,20170908,에듀파트너,1355,1001,-45.0,-3.2143,1325.0,1.4616321559074301,15.573770491803279,201.0,1067.3333333333333,23.56294536817103,0
161,20170911,에듀파트너,1410,800,55.0,4.059,1388.3333333333333,7.787391841779975,13.928571428571429,-201.0,867.0,-34.45899379738112,0
162,20170912,에듀파트너,1595,101,185.0,13.1206,1453.3333333333333,20.62893081761006,32.10332103321033,-699.0,634.0,-71.83010618363522,1
163,20170913,에듀파트너,1790,1,195.0,12.2257,1598.3333333333333,25.330132052821135,30.141843971631204,-100.0,300.6666666666667,-72.97193387158785,1
164,20170914,에듀파트너,1835,601,45.0,2.514,1740.0,18.922018348623855,-2.19435736677116,600.0,234.33333333333334,-68.19137749737119,0
165,20170915,에듀파트너,1560,3,-275.0,-14.9864,1728.3333333333333,-1.3555787278414921,-25.41899441340782,-598.0,201.66666666666666,44.678492239467836,0
166,20170918,에듀파트너,1335,701,-225.0,-14.4231,1576.6666666666667,-22.413793103448278,-37.05722070844686,698.0,435.0,114.08250355618779,-1
167,20170919,에듀파트너,1155,801,-180.0,-13.4831,1350.0,-28.640308582449375,-22.435897435897438,100.0,501.6666666666667,166.11570247933884,0
168,20170920,에듀파트너,1210,108,55.0,4.7619,1233.3333333333333,-20.718816067653282,3.7453183520599254,-693.0,536.6666666666666,41.839080459770116,0
169,20170921,에듀파트너,1385,942,175.0,14.4628,1250.0,3.3333333333333335,37.66233766233766,834.0,617.0,111.0299003322259,1
170,20170922,에듀파트너,1590,2126,205.0,14.8014,1395.0,29.594594594594597,50.413223140495866,1184.0,1058.6666666666667,110.1242236024845,1
171,20170925,에듀파트너,1820,315,230.0,14.4654,1598.3333333333333,39.333333333333336,31.046931407942242,-1811.0,1127.6666666666667,64.34359805510535,0
172,20170926,에듀파트너,1815,601,-5.0,-0.2747,1741.6666666666667,30.227001194743135,14.150943396226415,286.0,1014.0,-52.23551637279596,0
173,20170927,에듀파트너,1815,601,0.0,0.0,1816.6666666666667,8.029197080291981,-14.835164835164836,0.0,505.6666666666667,-34.90984333431866,0
174,20170928,에듀파트너,1550,1000,-265.0,-14.6006,1726.6666666666667,-10.047846889952153,-26.446280991735538,399.0,734.0,-14.497041420118343,0
175,20170929,에듀파트너,1335,1000,-215.0,-13.871,1566.6666666666667,-19.633027522935784,-17.63085399449036,0.0,867.0,66.84245220830586,0
176,20171010,에듀파트너,1495,531,160.0,11.985,1460.0,-15.830115830115837,-1.2903225806451613,-469.0,843.6666666666666,0.9536784741144414,0
177,20171011,에듀파트너,1530,692,35.0,2.3411,1453.3333333333333,-7.659574468085106,-1.4981273408239701,161.0,741.0,-25.60553633217993,0
178,20171012,에듀파트너,1315,712,-215.0,-14.0523,1446.6666666666667,-9.132420091324196,-24.08026755852843,20.0,645.0,-44.4883445278546,0
179,20171013,에듀파트너,1135,1,-180.0,-13.6882,1326.6666666666667,-17.660550458715587,-25.49019607843137,-711.0,468.3333333333333,-3.1039136302294197,0
180,20171016,에듀파트너,1140,1441,5.0,0.4405,1196.6666666666667,-21.082949308755758,-12.547528517110266,1440.0,718.0,21.085271317829456,0
181,20171017,에듀파트너,1150,901,10.0,0.8772,1141.6666666666667,-17.21105527638192,-11.45374449339207,-540.0,781.0,137.86476868327404,0
182,20171018,에듀파트너,1005,1000,-145.0,-12.6087,1098.3333333333333,-11.838440111420619,-11.403508771929824,99.0,1114.0,34.72609099350047,0
183,20171019,에듀파트너,1010,1001,5.0,0.4975,1055.0,-11.094890510948911,-10.434782608695652,1.0,967.3333333333334,28.083653435766117,0
184,20171020,에듀파트너,1030,1000,20.0,1.9802,1015.0,-2.276176024279211,17.412935323383085,-1.0,1000.3333333333334,-34.081388390185516,1
185,20171023,에듀파트너,1180,202,150.0,14.5631,1073.3333333333333,2.0537124802527718,0.9900990099009901,-798.0,734.3333333333334,3.583735354927632,0
186,20171024,에듀파트너,1020,1804,-160.0,-13.5593,1076.6666666666667,0.853858784893264,-15.436893203883495,1602.0,1002.0,-33.088970343218925,0
