,Unnamed: 0,basic_date,stockname,close_value,volume_value,diff_value,diff_value_rate,ma3_value,ma3_rate,cv3d_diff_rate,vv_diff_value,vv_ma3_value,vv_ma3_rate,ud_3d,predicted
165,165,20170915,에듀파트너,1560,3,-275.0,-14.9864,1728.333333333333,-1.355578727841492,-25.418994413407823,-598.0,201.66666666666663,44.67849223946784,0,0
166,166,20170918,에듀파트너,1335,701,-225.0,-14.4231,1576.666666666667,-22.41379310344828,-37.05722070844686,698.0,435.0,114.0825035561878,-1,-1
167,167,20170919,에듀파트너,1155,801,-180.0,-13.4831,1350.0,-28.640308582449368,-22.43589743589744,100.0,501.66666666666674,166.11570247933884,0,0
168,168,20170920,에듀파트너,1210,108,55.0,4.7619,1233.3333333333333,-20.718816067653282,3.745318352059925,-693.0,536.6666666666666,41.839080459770116,0,0
169,169,20170921,에듀파트너,1385,942,175.0,14.4628,1250.0,3.333333333333333,37.662337662337656,834.0,617.0,111.02990033222592,1,0
170,170,20170922,에듀파트너,1590,2126,205.0,14.8014,1395.0,29.594594594594604,50.413223140495866,1184.0,1058.6666666666667,110.12422360248449,1,1
171,171,20170925,에듀파트너,1820,315,230.0,14.4654,1598.333333333333,39.333333333333336,31.04693140794224,-1811.0,1127.6666666666667,64.34359805510535,0,0
172,172,20170926,에듀파트너,1815,601,-5.0,-0.2747,1741.666666666667,30.227001194743128,14.150943396226413,286.0,1014.0,-52.23551637279596,0,0
173,173,20170927,에듀파트너,1815,601,0.0,0.0,1816.666666666667,8.029197080291981,-14.835164835164836,0.0,505.66666666666674,-34.90984333431866,0,0
174,174,20170928,에듀파트너,1550,1000,-265.0,-14.6006,1726.666666666667,-10.047846889952151,-26.446280991735534,399.0,734.0,-14.497041420118347,0,0
175,175,20170929,에듀파트너,1335,1000,-215.0,-13.870999999999999,1566.666666666667,-19.633027522935787,-17.63085399449036,0.0,867.0,66.84245220830586,0,0
176,176,20171010,에듀파트너,1495,531,160.0,11.985,1460.0,-15.830115830115835,-1.2903225806451613,-469.0,843.6666666666665,0.9536784741144414,0,0
177,177,20171011,에듀파트너,1530,692,35.0,2.3411,1453.333333333333,-7.659574468085107,-1.49812734082397,161.0,741.0,-25.605536332179927,0,0
178,178,20171012,에듀파트너,1315,712,-215.0,-14.0523,1446.666666666667,-9.132420091324196,-24.08026755852843,20.0,645.0,-44.48834452785461,0,0
179,179,20171013,에듀파트너,1135,1,-180.0,-13.6882,1326.6666666666667,-17.660550458715587,-25.490196078431374,-711.0,468.33333333333326,-3.10391363022942,0,0
180,180,20171016,에듀파트너,1140,1441,5.0,0.4405,1196.6666666666667,-21.08294930875576,-12.547528517110267,1440.0,718.0,21.085271317829452,0,0
181,181,20171017,에듀파트너,1150,901,10.0,0.8772,1141.6666666666667,-17.21105527638192,-11.453744493392069,-540.0,781.0,137.86476868327404,0,0
182,182,20171018,에듀파트너,1005,1000,-145.0,-12.6087,1098.3333333333333,-11.838440111420619,-11.403508771929824,99.0,1114.0,34.72609099350047,0,0
183,183,20171019,에듀파트너,1010,1001,5.0,0.4975,1055.0,-11.094890510948913,-10.434782608695652,1.0,967.3333333333335,28.08365343576612,0,0
184,184,20171020,에듀파트너,1030,1000,20.0,1.9802,1015.0,-2.276176024279211,17.412935323383085,-1.0,1000.3333333333335,-34.081388390185516,1,0
185,185,20171023,에듀파트너,1180,202,150.0,14.5631,1073.3333333333333,2.053712480252772,0.99009900990099,-798.0,734.3333333333335,3.5837353549276316,0,0
186,186,20171024,에듀파트너,1020,1804,-160.0,-13.5593,1076.6666666666667,0.8538587848932641,-15.436893203883495,1602.0,1002.0,-33.088970343218925,0,0
187,187,20171025,에듀파트너,871,2,-149.0,-14.6078,1023.6666666666665,-14.999999999999993,-28.30508474576271,-1802.0,669.3333333333334,36.49568769859283,-1,-1
188,188,20171026,에듀파트너,846,1201,-25.0,-2.8703,912.3333333333335,-16.749226006191954,-4.705882352941177,1199.0,1002.3333333333335,-20.05988023952096,0,0
189,189,20171027,에듀파트너,972,1200,126.0,14.8936,896.3333333333335,-4.493650276782806,28.013777267508612,-1.0,801.0,69.37250996015936,0,0
190,190,20171030,에듀파트너,1115,1000,143.0,14.7119,977.6666666666665,17.53744976251369,33.56973995271868,-200.0,1133.6666666666667,26.770867974725643,1,0
191,191,20171031,에듀파트너,1130,1612,15.0,1.3453,1072.3333333333333,25.511342506507987,16.255144032921812,612.0,1270.6666666666667,74.11568872243029,0,0
192,192,20171101,에듀파트너,1130,1572,0.0,0.0,1125.0,14.728946471189921,-0.8968609865470852,-40.0,1394.666666666667,20.111731843575413,0,0
193,193,20171102,에듀파트너,1105,901,-25.0,-2.2124,1121.6666666666667,3.046316443891832,-4.424778761061948,-671.0,1361.6666666666667,-11.4900314795383,0,0
194,194,20171103,에듀파트너,1080,901,-25.0,-2.2624,1105.0,1.4814814814814885,9.734513274336283,0.0,1124.6666666666667,-9.130019120458902,0,0
195,195,20171106,에듀파트너,1240,2000,160.0,14.8148,1141.6666666666667,5.9435364041604615,12.669683257918553,1099.0,1267.3333333333333,-9.179926560587514,0,0
196,196,20171107,에듀파트너,1245,809,5.0,0.4032,1188.3333333333333,13.574660633484163,18.51851851851852,-1191.0,1236.6666666666667,6.965026674570236,1,0
197,197,20171108,에듀파트너,1280,800,35.0,2.8112,1255.0,16.642335766423358,18.548387096774192,-9.0,1203.0,-31.37822198842714,1,0
198,198,20171109,에듀파트너,1470,1000,190.0,14.8438,1331.6666666666667,24.54417952314166,35.742971887550205,200.0,869.6666666666665,-51.48247978436658,1,0
199,199,20171110,에듀파트너,1690,0,220.0,14.966,1480.0,22.17795484727755,12.5,-1000.0,600.0,-71.98669991687449,0,0
200,200,20171113,에듀파트너,1440,11,-250.0,-14.7929,1533.333333333333,19.77471839799749,12.585034013605444,11.0,337.0,-99.57838252203909,0,0
201,201,20171114,에듀파트너,1655,0,215.0,14.9306,1595.0,12.5,12.426035502958579,-11.0,3.6666666666666665,-84.44444444444444,0,0
202,202,20171115,에듀파트너,1900,269,245.0,14.8036,1665.0,18.043478260869573,30.20833333333333,269.0,93.33333333333331,74.8763600395648,0,0
203,203,20171116,에듀파트너,1875,1499,-25.0,-1.3158,1810.0,17.763845350052247,12.386706948640485,1230.0,589.3333333333334,21436.36363636364,0,0
204,204,20171117,에듀파트너,1860,601,-15.0,-0.8,1878.333333333333,17.417417417417415,12.105263157894735,-898.0,789.6666666666665,650.3571428571429,0,0
205,205,20171120,에듀파트너,2130,1,270.0,14.5161,1955.0,15.009208103130748,20.266666666666666,-600.0,700.3333333333335,-65.89366515837104,0,0
206,206,20171121,에듀파트너,2255,1,125.0,5.8685,2081.6666666666665,23.691215616681472,38.978494623655905,0.0,201.0,-99.87336428872943,1,1
207,207,20171122,에듀파트너,2585,1,330.0,14.6341,2323.333333333333,25.31969309462916,17.84037558685446,0.0,1.0,-80.86625416468348,0,0
208,208,20171123,에듀파트너,2510,400,-75.0,-2.9014,2450.0,21.537229783827073,10.643015521064301,399.0,134.0,49.585406301824214,0,0
209,209,20171124,에듀파트너,2495,501,-15.0,-0.5976,2530.0,6.599713055954075,-6.189555125725338,101.0,300.6666666666667,46600.0,-1,0
210,210,20171127,에듀파트너,2425,500,-70.0,-2.8056,2476.6666666666665,-4.965986394557817,-17.729083665338646,-1.0,467.0,177.363184079602,-1,-1
211,211,20171128,에듀파트너,2065,114,-360.0,-14.8454,2328.333333333333,-17.654808959156778,-29.458917835671343,-386.0,371.66666666666674,23.614190687361422,-1,-1
212,212,20171129,에듀파트너,1760,501,-305.0,-14.77,2083.333333333333,-21.803499327052478,-18.144329896907216,387.0,371.66666666666674,60.67094932191293,0,0
213,213,20171130,에듀파트너,1985,1636,225.0,12.7841,1936.666666666667,-22.19040801717967,-18.15980629539952,1135.0,750.3333333333335,145.47085201793723,0,0
214,214,20171201,에듀파트너,1690,600,-295.0,-14.8615,1811.666666666667,-10.32000000000001,9.659090909090908,-1036.0,912.3333333333335,280.0896860986547,0,0
215,215,20171204,에듀파트너,1930,2002,240.0,14.2012,1868.333333333333,-4.819277108433743,-3.778337531486146,1402.0,1412.666666666667,42.292314526876936,0,0
216,216,20171205,에듀파트너,1910,601,-20.0,-1.0363,1843.333333333333,0.5519779208831647,-3.8461538461538463,-1401.0,1067.6666666666667,17.099013518450846,0,0
217,217,20171206,에듀파트너,1625,602,-285.0,-14.9215,1821.666666666667,-8.474576271186438,-17.357512953367873,1.0,1068.3333333333333,-29.14110429447853,-1,0
218,218,20171207,에듀파트너,1595,1800,-30.0,-1.8462,1710.0,-13.01989150090416,-16.75392670157068,1198.0,1001.0,-24.945363721511093,-1,-1
219,219,20171208,에듀파트너,1590,2,-5.0,-0.3135,1603.333333333333,-8.417200365965241,12.0,-1798.0,801.3333333333335,-43.74414976599064,0,0
220,220,20171211,에듀파트너,1820,1,230.0,14.4654,1668.333333333333,0.9746588693957159,10.9717868338558,-1.0,601.0,-79.92007992007994,0,0
221,221,20171212,에듀파트너,1770,600,-50.0,-2.7473,1726.666666666667,11.226611226611226,10.691823899371071,599.0,201.0,-50.0,0,0
222,222,20171213,에듀파트너,1760,601,-10.0,-0.565,1783.333333333333,0.4995004995005086,-17.582417582417587,1.0,400.66666666666674,-0.11092623405434757,-1,-1
223,223,20171214,에듀파트너,1500,600,-260.0,-14.7727,1676.666666666667,-11.872586872586872,-26.271186440677965,-1.0,600.3333333333334,99.50248756218906,-1,0
224,224,20171215,에듀파트너,1305,2,-195.0,-13.0,1521.666666666667,-23.644859813084107,-27.27272727272727,-598.0,401.0,41.76372712146421,-1,-1
225,225,20171218,에듀파트너,1280,1102,-25.0,-1.9157,1361.6666666666667,-26.838966202783297,-27.0,1100.0,568.0,-10.882842865074963,-1,-1
226,226,20171219,에듀파트너,1095,501,-185.0,-14.4531,1226.6666666666667,-20.48192771084338,-3.8314176245210727,-601.0,535.0,33.58270989193681,0,0
227,227,20171220,에듀파트너,1255,4,160.0,14.6119,1210.0,-16.156670746634024,-16.015625,-497.0,535.6666666666666,-11.619718309859154,0,0
228,228,20171221,에듀파트너,1075,1001,-180.0,-14.3426,1141.6666666666667,-3.1250000000000124,12.78538812785388,997.0,502.0,2.0560747663551404,0,0
229,229,20171222,에듀파트너,1235,633,160.0,14.8837,1188.3333333333333,,,-368.0,546.0,,0,0
